1,0.075,0,0,0.075,0,0.0015
2,0.069290964938347,0.028701257427382,0,6.92909649383465E-02,2.87012574273817E-02,0.0015
3,0.053033008588991,0.053033008588991,0,5.30330085889911E-02,5.30330085889911E-02,0.0015
4,0.028701257427382,0.069290964938346,0,2.87012574273817E-02,6.92909649383465E-02,0.0015
5,1.4210854715202E-17,0.075,0,1.4210854715202E-17,0.075,0.0015
6,-0.028701257427382,0.069290964938346,0,-2.87012574273817E-02,6.92909649383465E-02,0.0015
7,-0.053033008588991,0.053033008588991,0,-0.053033008588991,5.30330085889911E-02,0.0015
8,-0.069290964938346,0.028701257427382,0,-6.92909649383465E-02,2.87012574273817E-02,0.0015
9,-0.075,2.1316282072803E-17,0,-0.075,2.1316282072803E-17,0.0015
10,-0.069290964938346,-0.028701257427382,0,-6.92909649383465E-02,-2.87012574273817E-02,0.0015
11,-0.053033008588991,-0.053033008588991,0,-5.30330085889911E-02,-0.053033008588991,0.0015
12,-0.028701257427382,-0.069290964938346,0,-2.87012574273818E-02,-6.92909649383465E-02,0.0015
13,-3.5527136788005E-17,-0.075,0,-3.5527136788005E-17,-0.075,0.0015
14,0.028701257427382,-0.069290964938346,0,2.87012574273817E-02,-6.92909649383465E-02,0.0015
15,0.053033008588991,-0.053033008588991,0,0.053033008588991,-5.30330085889911E-02,0.0015
16,0.069290964938346,-0.028701257427382,0,6.92909649383465E-02,-2.87012574273818E-02,0.0015
